team_name,week,player_name,player_position,player_team,lineup_position,fantasy_points,player_key
St. Louis Football Team,6,Justin Herbert,QB,LAC,QB,9.42,414.p.32676
St. Louis Football Team,6,Carson Wentz,QB,Was,QB,4.16,414.p.29236
St. Louis Football Team,6,CeeDee Lamb,WR,Dal,WR,12.7,414.p.32687
St. Louis Football Team,6,Michael Pittman Jr.,WR,Ind,WR,26.4,414.p.32704
St. Louis Football Team,6,Saquon Barkley,RB,NYG,RB,18.5,414.p.30972
St. Louis Football Team,6,J.K. Dobbins,RB,Bal,RB,1.5,414.p.32725
St. Louis Football Team,6,Dallas Goedert,TE,Phi,TE,4.2,414.p.31019
St. Louis Football Team,6,Allen Lazard,WR,GB,W/R/T,17.6,414.p.31268
St. Louis Football Team,6,DJ Moore,WR,Car,W/R/T,3.7,414.p.30994
St. Louis Football Team,6,Chris Olave,WR,NO,BN,0.0,414.p.33966
St. Louis Football Team,6,Dameon Pierce,RB,Hou,BN,0.0,414.p.34063
St. Louis Football Team,6,Jared Goff,QB,Det,BN,0.0,414.p.29235
St. Louis Football Team,6,Baker Mayfield,QB,Car,BN,0.0,414.p.30971
St. Louis Football Team,6,Brian Robinson Jr.,RB,Was,BN,12.0,414.p.34054
St. Louis Football Team,6,Alec Pierce,WR,Ind,BN,13.9,414.p.34008
St. Louis Football Team,6,Younghoe Koo,K,Atl,K,4.0,414.p.30426
St. Louis Football Team,6,San Francisco,DEF,SF,DEF,2.0,414.p.100025
St. Louis Football Team,6,Philadelphia,DEF,Phi,BN,7.0,414.p.100021
St. Louis Football Team,6,Jameson Williams,WR,Det,IR,0.0,414.p.33967
St. Louis Football Team,6,Trey Lance,QB,SF,IR,0.0,414.p.33391
Running Up That Hill,6,Matthew Stafford,QB,LAR,QB,12.82,414.p.9265
Running Up That Hill,6,Justin Fields,QB,Chi,QB,19.4,414.p.33399
Running Up That Hill,6,Tyreek Hill,WR,Mia,WR,29.7,414.p.29399
Running Up That Hill,6,Garrett Wilson,WR,NYJ,WR,1.8,414.p.33965
Running Up That Hill,6,Alvin Kamara,RB,NO,RB,18.4,414.p.30180
Running Up That Hill,6,Michael Carter,RB,NYJ,RB,5.7,414.p.33495
Running Up That Hill,6,Hayden Hurst,TE,Cin,TE,5.1,414.p.30995
Running Up That Hill,6,Terry McLaurin,WR,Was,W/R/T,8.2,414.p.31908
Running Up That Hill,6,Adam Thielen,WR,Min,W/R/T,15.6,414.p.27277
Running Up That Hill,6,Chase Edmonds,RB,Mia,BN,5.1,414.p.31104
Running Up That Hill,6,Jacoby Brissett,QB,Cle,BN,10.64,414.p.29325
Running Up That Hill,6,Davante Adams,WR,LV,BN,0.0,414.p.27581
Running Up That Hill,6,Cooper Rush,QB,Dal,BN,8.24,414.p.30788
Running Up That Hill,6,T.J. Hockenson,TE,Det,BN,0.0,414.p.31840
Running Up That Hill,6,Rex Burkhead,RB,Hou,BN,0.0,414.p.26813
Running Up That Hill,6,Tyler Allgeier,RB,Atl,BN,5.1,414.p.34107
Running Up That Hill,6,Evan McPherson,K,Cin,K,8.0,414.p.33537
Running Up That Hill,6,New Orleans,DEF,NO,DEF,4.0,414.p.100018
Running Up That Hill,6,Michael Thomas,WR,NO,IR,0.0,414.p.29281
AndysTeamThatDoesNotInspireAwe,6,Tom Brady,QB,TB,QB,13.72,414.p.5228
AndysTeamThatDoesNotInspireAwe,6,Aaron Rodgers,QB,GB,QB,11.84,414.p.7200
AndysTeamThatDoesNotInspireAwe,6,Stefon Diggs,WR,Buf,WR,30.8,414.p.28534
AndysTeamThatDoesNotInspireAwe,6,Diontae Johnson,WR,Pit,WR,8.6,414.p.31898
AndysTeamThatDoesNotInspireAwe,6,Rhamondre Stevenson,RB,NE,RB,25.1,414.p.33508
AndysTeamThatDoesNotInspireAwe,6,Kenneth Walker III,RB,Sea,RB,19.0,414.p.33996
