team_name,week,player_name,player_position,player_team,lineup_position,fantasy_points,player_key
St. Louis Football Team,3,Justin Herbert,QB,LAC,QB,13.58,414.p.32676
St. Louis Football Team,3,Jared Goff,QB,Det,QB,14.88,414.p.29235
St. Louis Football Team,3,CeeDee Lamb,WR,Dal,WR,22.7,414.p.32687
St. Louis Football Team,3,DJ Moore,WR,Car,WR,2.5,414.p.30994
St. Louis Football Team,3,Saquon Barkley,RB,NYG,RB,22.6,414.p.30972
St. Louis Football Team,3,J.K. Dobbins,RB,Bal,RB,6.0,414.p.32725
St. Louis Football Team,3,Dallas Goedert,TE,Phi,TE,11.6,414.p.31019
St. Louis Football Team,3,Chris Olave,WR,NO,W/R/T,23.7,414.p.33966
St. Louis Football Team,3,Rashaad Penny,RB,Sea,W/R/T,7.9,414.p.30997
St. Louis Football Team,3,Allen Lazard,WR,GB,BN,14.5,414.p.31268
St. Louis Football Team,3,Robbie Anderson,WR,Car,BN,2.4,414.p.29785
St. Louis Football Team,3,Dameon Pierce,RB,Hou,BN,18.1,414.p.34063
St. Louis Football Team,3,Baker Mayfield,QB,Car,BN,10.7,414.p.30971
St. Louis Football Team,3,Carson Wentz,QB,Was,BN,8.64,414.p.29236
St. Louis Football Team,3,Dak Prescott,QB,Dal,BN,0.0,414.p.29369
St. Louis Football Team,3,Jake Elliott,K,Phi,K,6.0,414.p.30266
St. Louis Football Team,3,Philadelphia,DEF,Phi,DEF,18.0,414.p.100021
St. Louis Football Team,3,San Francisco,DEF,SF,BN,8.0,414.p.100025
St. Louis Football Team,3,Jameson Williams,WR,Det,IR,0.0,414.p.33967
St. Louis Football Team,3,Brian Robinson Jr.,RB,Was,IR,0.0,414.p.34054
Running Up That Hill,3,Matthew Stafford,QB,LAR,QB,10.16,414.p.9265
Running Up That Hill,3,Justin Fields,QB,Chi,QB,6.94,414.p.33399
Running Up That Hill,3,Davante Adams,WR,LV,WR,14.2,414.p.27581
Running Up That Hill,3,Tyreek Hill,WR,Mia,WR,5.3,414.p.29399
Running Up That Hill,3,Michael Carter,RB,NYJ,RB,5.6,414.p.33495
Running Up That Hill,3,Alvin Kamara,RB,NO,RB,7.3,414.p.30180
Running Up That Hill,3,T.J. Hockenson,TE,Det,TE,10.8,414.p.31840
Running Up That Hill,3,Michael Thomas,WR,NO,W/R/T,9.9,414.p.29281
Running Up That Hill,3,Adam Thielen,WR,Min,W/R/T,18.1,414.p.27277
Running Up That Hill,3,Terry McLaurin,WR,Was,BN,16.2,414.p.31908
Running Up That Hill,3,Chase Edmonds,RB,Mia,BN,15.7,414.p.31104
Running Up That Hill,3,Mitch Trubisky,QB,Pit,BN,14.98,414.p.30115
Running Up That Hill,3,Cole Kmet,TE,Chi,BN,6.0,414.p.32713
Running Up That Hill,3,DJ Chark Jr.,WR,Det,BN,7.6,414.p.31031
Running Up That Hill,3,Rex Burkhead,RB,Hou,BN,7.0,414.p.26813
Running Up That Hill,3,Garrett Wilson,WR,NYJ,BN,12.0,414.p.33965
Running Up That Hill,3,Evan McPherson,K,Cin,K,10.0,414.p.33537
Running Up That Hill,3,New Orleans,DEF,NO,DEF,4.0,414.p.100018
AndysTeamThatDoesNotInspireAwe,3,Tom Brady,QB,TB,QB,14.74,414.p.5228
AndysTeamThatDoesNotInspireAwe,3,Derek Carr,QB,LV,QB,20.82,414.p.27564
AndysTeamThatDoesNotInspireAwe,3,Stefon Diggs,WR,Buf,WR,14.4,414.p.28534
AndysTeamThatDoesNotInspireAwe,3,Amon-Ra St. Brown,WR,Det,WR,13.3,414.p.33500
AndysTeamThatDoesNotInspireAwe,3,Jonathan Taylor,RB,Ind,RB,12.1,414.p.32711
AndysTeamThatDoesNotInspireAwe,3,Kareem Hunt,RB,Cle,RB,9.1,414.p.30199
AndysTeamThatDoesNotInspireAwe,3,Tyler Higbee,TE,LAR,TE,10.1,414.p.29344
AndysTeamThatDoesNotInspireAwe,3,Diontae Johnson,WR,Pit,W/R/T,16.4,414.p.31898
AndysTeamThatDoesNotInspireAwe,3,Drake London,WR,Atl,W/R/T,14.4,414.p.33963
AndysTeamThatDoesNotInspireAwe,3,Aaron Rodgers,QB,GB,BN,17.1,414.p.7200
AndysTeamThatDoesNotInspireAwe,3,Hunter Renfrow,WR,LV,BN,0.0,414.p.31981
AndysTeamThatDoesNotInspireAwe,3,Taysom Hill,"QB,TE",NO,BN,0.0,414.p.30614
AndysTeamThatDoesNotInspireAwe,3,Damien Harris,RB,NE,BN,12.6,414.p.31919
AndysTeamThatDoesNotInspireAwe,3,Rhamondre Stevenson,RB,NE,BN,20.1,414.p.33508
AndysTeamThatDoesNotInspireAwe,3,Kadarius Toney,WR,NYG,BN,0.0,414.p.33408
AndysTeamThatDoesNotInspireAwe,3,Nyheim Hines,RB,Ind,BN,8.0,414.p.31074
AndysTeamThatDoesNotInspireAwe,3,Ryan Succop,K,TB,K,8.0,414.p.9520
AndysTeamThatDoesNotInspireAwe,3,Green Bay,DEF,GB,DEF,11.0,414.p.100009
Lil Uzi Hurts,3,Lamar Jackson,QB,Bal,QB,40.42,414.p.31002
Lil Uzi Hurts,3,Jimmy Garoppolo,QB,SF,QB,9.44,414.p.27590
Lil Uzi Hurts,3,A.J. Brown,WR,Phi,WR,19.5,414.p.31883
Lil Uzi Hurts,3,Mike Williams,WR,LAC,WR,8.5,414.p.30120
Lil Uzi Hurts,3,Christian McCaffrey,RB,Car,RB,13.5,414.p.30121
Lil Uzi Hurts,3,Joe Mixon,RB,Cin,RB,6.8,414.p.30161
Lil Uzi Hurts,3,Kyle Pitts,TE,Atl,TE,13.7,414.p.33392
Lil Uzi Hurts,3,Clyde Edwards-Helaire,RB,KC,W/R/T,14.9,414.p.32702
Lil Uzi Hurts,3,Marquise Brown,WR,Ari,W/R/T,28.0,414.p.31857
Lil Uzi Hurts,3,Darrell Henderson Jr.,RB,LAR,BN,1.7,414.p.31902
Lil Uzi Hurts,3,Jameis Winston,QB,NO,BN,16.62,414.p.28389
Lil Uzi Hurts,3,DK Metcalf,WR,Sea,BN,17.4,414.p.31896
Lil Uzi Hurts,3,Robert Woods,WR,Ten,BN,12.5,414.p.26664
Lil Uzi Hurts,3,Treylon Burks,WR,Ten,BN,3.1,414.p.33973
Lil Uzi Hurts,3,Pat Freiermuth,TE,Pit,BN,6.1,414.p.33443
Lil Uzi Hurts,3,Jahan Dotson,WR,Was,BN,3.0,414.p.33971
Lil Uzi Hurts,3,Daniel Carlson,K,LV,K,10.0,414.p.31137
Lil Uzi Hurts,3,Cincinnati,DEF,Cin,DEF,16.0,414.p.100004
Djeango,3,Kyler Murray,QB,Ari,QB,13.36,414.p.31833
Djeango,3,Russell Wilson,QB,Den,QB,9.06,414.p.25785
Djeango,3,Justin Jefferson,WR,Min,WR,4.4,414.p.32692
Djeango,3,Amari Cooper,WR,Cle,WR,23.1,414.p.28392
Djeango,3,Miles Sanders,RB,Phi,RB,5.4,414.p.31885
Djeango,3,Jeff Wilson Jr.,RB,SF,RB,11.6,414.p.31394
Djeango,3,Darren Waller,TE,LV,TE,5.2,414.p.28592
Djeango,3,DeVonta Smith,WR,Phi,W/R/T,30.9,414.p.33398
Djeango,3,Tyler Lockett,WR,Sea,W/R/T,16.6,414.p.28457
Djeango,3,Elijah Moore,WR,NYJ,BN,8.9,414.p.33422
Djeango,3,Jerry Jeudy,WR,Den,BN,3.7,414.p.32685
Djeango,3,Cam Akers,RB,LAR,BN,10.1,414.p.32722
Djeango,3,Breece Hall,RB,NYJ,BN,15.2,414.p.33991
Djeango,3,Geno Smith,QB,Sea,BN,19.9,414.p.26662
Djeango,3,Khalil Herbert,RB,Chi,BN,30.9,414.p.33605
Djeango,3,Jakobi Meyers,WR,NE,BN,0.0,414.p.32231
Djeango,3,Matt Gay,K,LAR,K,9.0,414.p.31977
Djeango,3,Los Angeles,DEF,LAR,DEF,6.0,414.p.100014
Christopher's Perfect Team,3,Kirk Cousins,QB,Min,QB,18.3,414.p.25812
Christopher's Perfect Team,3,Tua Tagovailoa,QB,Mia,QB,11.44,414.p.32675
Christopher's Perfect Team,3,Jaylen Waddle,WR,Mia,WR,15.1,414.p.33394
Christopher's Perfect Team,3,Christian Kirk,WR,Jax,WR,19.2,414.p.31017
Christopher's Perfect Team,3,Austin Ekeler,RB,LAC,RB,13.3,414.p.30423
Christopher's Perfect Team,3,Javonte Williams,RB,Den,RB,9.0,414.p.33423
Christopher's Perfect Team,3,George Kittle,TE,SF,TE,6.8,414.p.30259
Christopher's Perfect Team,3,David Montgomery,RB,Chi,W/R/T,1.1,414.p.31905
Christopher's Perfect Team,3,Tony Pollard,RB,Dal,W/R/T,10.5,414.p.31960
