team_name,week,player_name,player_position,player_team,lineup_position,player_status,player_injury,player_key,date,injury_value
3HeadedATK,4,Melvin Gordon III,RB,Den,BN,Questionable,Thumb,406.p.28403,2022-01-01,2.0
3HeadedATK,5,Melvin Gordon III,RB,Den,BN,Questionable,Thumb,406.p.28403,2022-01-01,2.0
3HeadedATK,6,Melvin Gordon III,RB,Den,BN,Questionable,Thumb,406.p.28403,2022-01-01,2.0
3HeadedATK,7,Melvin Gordon III,RB,Den,BN,Questionable,Thumb,406.p.28403,2022-01-01,2.0
3HeadedATK,8,Melvin Gordon III,RB,Den,BN,Questionable,Thumb,406.p.28403,2022-01-02,2.0
3HeadedATK,9,Melvin Gordon III,RB,Den,BN,Questionable,Thumb,406.p.28403,2022-01-02,2.0
3HeadedATK,10,Melvin Gordon III,RB,Den,RB,Questionable,Thumb,406.p.28403,2022-01-02,2.0
3HeadedATK,11,Melvin Gordon III,RB,Den,BN,Questionable,Thumb,406.p.28403,2022-01-02,2.0
3HeadedATK,12,Melvin Gordon III,RB,Den,BN,Questionable,Thumb,406.p.28403,2022-01-02,2.0
3HeadedATK,13,Melvin Gordon III,RB,Den,BN,Questionable,Thumb,406.p.28403,2022-01-02,2.0
3HeadedATK,14,Melvin Gordon III,RB,Den,BN,Questionable,Thumb,406.p.28403,2022-01-02,2.0
